setting,direction,project,service,n_files,yaml_pass_rate,yaml_score_avg,external_score_avg,actionlint_pass_rate,travis_lint_pass_rate,messages_sample
Few-Shot,gha_to_travis,Coolerfall_Android-HttpDownloadManager,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Coolerfall_Android-HttpDownloadManager/04_CIgrate_ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Coolerfall_Android-HttpDownloadManager/04_CIgrate_"
CIMig,travis_to_gha,CyclopsMC_EvilCraft,gha,1,1.0,1.0,0.0,0.0,,"[actionlint rc=1] CyclopsMC_EvilCraft_original.yml:1:1: unexpected key ""with"" for ""workflow"" section. expected one of ""concurrency"", ""defaults"", ""env"", ""jobs"", ""name"", ""on"", ""permissions"", ""run-name"" "
CIMig,gha_to_travis,CyclopsMC_EvilCraft,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/CyclopsMC_EvilCraft/04_CIMig_GHA"
CIMig,travis_to_gha,Devskiller_friendly-id,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Devskiller_friendly-id/03_CIMig_"
CIMig,gha_to_travis,Devskiller_friendly-id,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Devskiller_friendly-id/04_CIMig_"
CIMig,travis_to_gha,EBIvariation_eva-pipeline,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/EBIvariation_eva-pipeline/03_CIMig_Travi"
CIMig,gha_to_travis,EBIvariation_eva-pipeline,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/EBIvariation_eva-pipeline/04_CIM"
CIMig,travis_to_gha,EngineHub_WorldEdit,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/EngineHub_WorldEdit/03_CIMig_Travis_to"
CIMig,gha_to_travis,EngineHub_WorldEdit,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/EngineHub_WorldEdit/04_CIMig_GHA"
CIMig,travis_to_gha,Ericsson_ecchronos,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Ericsson_ecchronos/03_CIMig_Trav"
CIMig,gha_to_travis,Ericsson_ecchronos,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Ericsson_ecchronos/04_CIMig_GHA_"
CIMig,travis_to_gha,Erigitic_TotalEconomy,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Erigitic_TotalEconomy/03_CIMig_T"
CIMig,gha_to_travis,Erigitic_TotalEconomy,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Erigitic_TotalEconomy/04_CIMig_G"
CIMig,travis_to_gha,FasterXML_jackson-databind,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FasterXML_jackson-databind/03_CIMig_Trav"
CIMig,gha_to_travis,FasterXML_jackson-databind,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FasterXML_jackson-databind/04_CIMig_GHA_to_Travis/FasterXML_
CIMig,travis_to_gha,FasterXML_jackson-datatypes-collections,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FasterXML_jackson-datatypes-coll"
CIMig,gha_to_travis,FasterXML_jackson-datatypes-collections,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FasterXML_jackson-datatypes-collections/04_CIMig_GHA_to_Trav
CIMig,travis_to_gha,FasterXML_jackson-jr,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FasterXML_jackson-jr/03_CIMig_Travis_t"
CIMig,gha_to_travis,FasterXML_jackson-jr,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FasterXML_jackson-jr/04_CIMig_GHA_to_Tra"
Zero-Shot,travis_to_gha,FasterXML_jackson-jr,gha,4,0.75,0.75,0.75,0.75,,[actionlint rc=0]  | [actionlint rc=0]  | [actionlint rc=0] 
Zero-Shot,gha_to_travis,FasterXML_jackson-jr,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/FasterXML_jackson-jr/04_CIgrate_GHA_to_Travis/gem | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/FasterXML_jackson-jr/ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,FasterXML_jackson-jr,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,FasterXML_jackson-jr,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,FasterXML_jackson-jr,gha,4,0.75,0.75,0.75,0.75,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,FasterXML_jackson-jr,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/FasterXML_jackson-jr/04_CIgrate_GHA_to_Travis/gemm | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,FluentLenium_FluentLenium,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FluentLenium_FluentLenium/03_CIMig_Travi"
CIMig,gha_to_travis,FluentLenium_FluentLenium,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FluentLenium_FluentLenium/04_CIM"
CIMig,travis_to_gha,FreeCol_freecol,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FreeCol_freecol/03_CIMig_Travis_"
CIMig,gha_to_travis,FreeCol_freecol,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/FreeCol_freecol/04_CIMig_GHA_to_Travis/F"
CIMig,travis_to_gha,Gepardec_Hogarama,gha,1,1.0,1.0,0.0,0.0,,"[actionlint rc=1] Gepardec_Hogarama_original.yml:16:7: this step is for running action since it contains at least one of ""uses"", ""with"" keys, but also contains ""run"" key which is used for running shel"
CIMig,gha_to_travis,Gepardec_Hogarama,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Gepardec_Hogarama/04_CIMig_GHA_t"
Zero-Shot,travis_to_gha,Gepardec_Hogarama,gha,4,1.0,1.0,1.0,1.0,,[actionlint rc=0]  | [actionlint rc=0]  | [actionlint rc=0] 
Zero-Shot,gha_to_travis,Gepardec_Hogarama,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] valid | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Gepardec_Hogarama/04_CIgrate_ | [travis lint rc=0] valid"
Fine-Tuned,travis_to_gha,Gepardec_Hogarama,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,Gepardec_Hogarama,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/Gepardec_Hogarama/04_CIgrate_GHA_
Few-Shot,travis_to_gha,Gepardec_Hogarama,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,Gepardec_Hogarama,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Gepardec_Hogarama/04_CIgrate_GHA_to_Travis/gemma3_ | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Gepardec_Hogarama/04_CIgrate_GHA_to_Travis/gpt-4o/"
CIMig,travis_to_gha,GrowthcraftCE_Growthcraft-1.12,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/GrowthcraftCE_Growthcraft-1.12/03_CIMig_"
CIMig,gha_to_travis,GrowthcraftCE_Growthcraft-1.12,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/GrowthcraftCE_Growthcraft-1.12/0"
Zero-Shot,travis_to_gha,GrowthcraftCE_Growthcraft-1.12,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=1] actions.yml:6:3: unknown Webhook event ""tag"". see https://docs.github.com/en/actions/learn-github-actions/events-that-trigger-workflows#webhook-events for list of all Webhook event n | YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/GrowthcraftCE_Growthcraft-1 | [actionlint rc=1] actions.yml:58:13: the runner of ""softprops/action-gh-release@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue [action]
   |
58 |       u"
Zero-Shot,gha_to_travis,GrowthcraftCE_Growthcraft-1.12,travis,4,0.5,0.5,0.5,,0.5,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/GrowthcraftCE_Growthcraft-1.12/04_CIgrate_GHA_to_ | YAML parse error: while scanning a simple key
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/GrowthcraftCE_Growthcraft-1.1 | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/GrowthcraftCE_Growthcraft-1.12/04_CIgrate_GHA_to_"
Fine-Tuned,travis_to_gha,GrowthcraftCE_Growthcraft-1.12,gha,1,1.0,1.0,1.0,1.0,,"[actionlint rc=1] actions.yml:28:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck]
   |
28 |         run: rm -f $HOME/.grad"
Fine-Tuned,gha_to_travis,GrowthcraftCE_Growthcraft-1.12,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,GrowthcraftCE_Growthcraft-1.12,gha,4,0.75,0.75,0.25,0.25,,"[actionlint rc=1] actions.yml:56:26: property ""repository_uuid"" is not defined in object type {action: string; action_path: string; action_ref: string; action_repository: string; action_status: string | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=1] actions.yml:49:15: the runner of ""softprops/action-gh-release@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue [action]
   |
49 |        "
Few-Shot,gha_to_travis,GrowthcraftCE_Growthcraft-1.12,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/GrowthcraftCE_Growthcraft-1.12/04_CIgrate_GHA_to_T | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/GrowthcraftCE_Growthcraft-1.12/04_CIgrate_GHA_to_T"
CIMig,travis_to_gha,Hakky54_mutual-tls-ssl,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Hakky54_mutual-tls-ssl/03_CIMig_Travis"
CIMig,gha_to_travis,Hakky54_mutual-tls-ssl,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Hakky54_mutual-tls-ssl/04_CIMig_"
Zero-Shot,travis_to_gha,Hakky54_mutual-tls-ssl,gha,4,0.5,0.5,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Hakky54_mutual-tls-ss | [actionlint rc=0] "
Zero-Shot,gha_to_travis,Hakky54_mutual-tls-ssl,travis,4,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Hakky54_mutual-tls-ssl/04_CIgrate_GHA_to_Travis/g | [travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/Hakky54_mutual-tls-ssl/04_CIgrate_GHA_to_Travis/l | [travis lint rc=0] valid
Fine-Tuned,travis_to_gha,Hakky54_mutual-tls-ssl,gha,1,1.0,1.0,1.0,1.0,,[actionlint rc=0] 
Fine-Tuned,gha_to_travis,Hakky54_mutual-tls-ssl,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] valid
Few-Shot,travis_to_gha,Hakky54_mutual-tls-ssl,gha,4,0.75,0.75,0.5,0.5,,"[actionlint rc=0]  | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [actionlint rc=0] "
Few-Shot,gha_to_travis,Hakky54_mutual-tls-ssl,travis,4,0.75,0.75,0.75,,0.75,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/Hakky54_mutual-tls-ssl/04_CIgrate_GHA_to_Travis/ge | YAML parse error: while scanning for the next token
found character '`' that cannot start any token
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/ | [travis lint rc=0] valid"
CIMig,travis_to_gha,IBM_cloudant-java-sdk,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/IBM_cloudant-java-sdk/03_CIMig_T"
CIMig,gha_to_travis,IBM_cloudant-java-sdk,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/IBM_cloudant-java-sdk/04_CIMig_G"
CIMig,travis_to_gha,Iterable_iterable-android-sdk,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: while parsing a block mapping
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Iterable_iterable-android-sdk/03_CIMig"
CIMig,gha_to_travis,Iterable_iterable-android-sdk,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/Iterable_iterable-android-sdk/04"
CIMig,travis_to_gha,JanusGraph_janusgraph-foundationdb,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/JanusGraph_janusgraph-foundation"
CIMig,gha_to_travis,JanusGraph_janusgraph-foundationdb,travis,1,0.0,0.0,0.0,,0.0,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/JanusGraph_janusgraph-foundation"
CIMig,travis_to_gha,JetBrains_jediterm,gha,1,0.0,0.0,0.0,0.0,,"YAML parse error: mapping values are not allowed here
  in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/JetBrains_jediterm/03_CIMig_Trav"
CIMig,gha_to_travis,JetBrains_jediterm,travis,1,1.0,1.0,1.0,,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/JetBrains_jediterm/04_CIMig_GHA_to_Travis/JetBrains_jediterm
